- [-78, -37, 18, -90, 29, -86, 25, 71, -56, -75, -79, 0, -3, 72, -96, -39, 5, 74, -62, 48, -60, -51, 99, -84, 59, 81, 30, -68, -13, 2, 0, 40, -100, -74, 18, 92, -53, 66, 86, 21, 4, 6, 45, -58, -66, -36, -81, 22, -25, 50, 27, 11, -35, 24, 8, -93, -3, -32, 70, -90, 25, -97, -62, 65, 3, -88, 78, 41, -80, 53, 57, -98, -53, 48, -85, -100, -80, 16, 42, -95, 77, 66, 65, -81, 81, 43, 81, -3, -76, 69, 98, 48, -10, 60, 52, 52, 36, -45, -47, -25]
- [-69, 29, 43, 10, 63, 35, 14, -81, -74, -20, -41, -93, -82, 51, 16, -53, 21, -49, -23, 44, 88, -80, 65, -1, -33, -89, 58, -95, -45, -84, 88, 65, 57, -22, 25, -29, 90, 3, 25, -65, 64, -41, 72, -99, 45, -84, 59, 0, -83, 65, -90, 14, 28, 40, -25, 45, -7, -75, 39, -61, 6, -4, -38, -77, 95, 97, -83, 82, 96, 91, -40, -41, 6, 100, -32, -23, -1, -85, 39, -89, 24, 89, -5, -33, 13, -62, 15, 94, 18, -15, -11, 91, 89, -57, -96, -16, -26, 89, 56, 50]
- [41, 99, -34, 92, -45, 31, 68, 24, -78, 82, -48, -58, 27, 21, -32, 35, -45, -6, -81, -17, 97, 4, 46, -31, 35, 44, -74, -82, -88, 94, -76, 13, -7, 45, 46, -20, -72, -73, -5, -61, 0, -29, -62, 28, -71, -76, 0, -46, 57, -33, 59, -62, 11, -48, 67, -48, -53, 92, 82, 67, 72, -74, 79, -89, -93, 60, -94, 46, 68, -30, -40, -75, -98, 71, -61, -34, -4, -73, -46, 78, 74, 75, 2, -93, -31, 87, 98, 33, 59, 85, 43, 27, -33, 39, -54, -78, -75, 0, 73, 87]
- [27, -8, -65, -11, -93, 34, 58, -56, -56, 39, 93, 86, -26, -63, -15, -93, 75, 70, -49, -59, -62, -90, -85, -25, -71, 35, -28, -17, -2, -50, -4, 44, -76, -31, -37, 45, -57, -24, 47, 13, 18, -11, -21, 86, 98, -18, -41, 98, 83, 56, -85, 46, -10, -97, 80, 90, -9, 76, -59, -21, 0, 1, 86, 60, -20, -40, -91, 55, -72, 76, -8, 0, 67, -80, -56, 17, 72, -68, -13, -30, -44, 75, 59, -34, 17, 37, -17, 22, -100, -65, -70, -37, 71, -58, -8, -12, -81, 21, -31, 4]
- [88, 32, -68, -8, -93, 44, 6, -7, 32, -100, -27, 81, 58, 2, -63, 50, 14, 23, -12, -74, 47, 53, -4, -80, -29, -48, 49, 93, -38, -37, -45, 6, 52, 56, -73, 11, -31, 90, 6, -33, -12, 83, -91, 38, -97, 2, -48, 93, -33, 3, 94, 62, -93, 16, -67, 12, -60, -12, 100, -37, -71, 33, 71, 49, 9, -16, 40, -56, -8, 42, 69, -4, -84, -57, 11, -85, -97, 60, 45, 6, 16, -9, -39, 0, -85, 62, -77, 27, -31, 100, 79, -90, 74, 56, -67, 73, 35, 82, -2, -37]
- [7, 78, -58, -82, -54, 22, -100, 32, -50, -93, -52, -43, 72, 45, -91, -94, 57, 8, 45, -25, 66, -9, -44, -14, -79, 10, 88, 16, -34, 1, 45, 81, 94, -6, 51, -21, -7, -58, -37, -13, -34, 24, -96, -1, 13, 25, 68, 10, -22, 82, 25, -95, 45, -59, 25, -56, -55, -71, -77, 42, 40, 3, 48, -83, 35, -44, -55, 28, 66, 19, -65, 70, 65, -56, -28, 78, -89, -17, -16, 98, -67, -64, -47, -96, -91, -45, 17, 92, 79, 32, -75, 72, 23, -93, 14, 42, -21, 44, 79, -7]
- [47, 68, 2, 4, -69, 88, -58, 0, -84, -58, 85, -11, 99, -18, -86, -28, 26, -17, -99, -83, -49, 15, -1, 90, 82, -50, -5, 88, -24, 25, -61, 2, -27, 7, 29, 63, -65, 90, 57, 20, -90, -75, 36, 37, -2, -56, -59, 48, 6, 81, 93, -8, -4, -28, -58, 14, -50, 25, -74, 15, -73, -81, 83, 44, 9, -57, -62, -69, 76, -80, -87, -68, -5, 94, 100, 45, -71, 38, -53, -37, -66, 17, 35, 77, -60, -46, -82, 38, 59, 53, 28, 44, -86, 18, 15, 77, 62, -32, 56, -70]
- [93, -84, 38, -29, -62, 49, -13, 71, 37, -37, -77, -4, 79, 43, 68, -75, -15, -97, -6, -30, -71, 42, 94, -10, 35, 9, 36, 74, 7, 74, -16, 64, 99, -87, -95, -29, -34, 29, -62, -91, 15, -42, 22, 43, 43, -72, -45, 58, 47, 42, -29, 50, 41, -93, 97, 4, -43, 43, 49, -46, -9, -24, 36, -94, -80, -32, 21, -7, -62, 63, -88, -44, -83, -30, -27, -80, 72, -2, 55, -14, 99, -9, -63, 49, -81, 82, 6, -31, 43, 39, 17, 51, 95, 52, -19, -86, -93, -45, 81, 76]
- [100, 34, -22, 19, 17, -22, -76, -71, 50, -70, -78, 45, 89, -5, -37, 62, 35, 43, -90, -36, 60, -16, -72, -47, -50, 76, 56, -84, 46, 16, 43, 12, -84, -1, 75, -64, -7, -97, -29, 11, -19, 63, 31, 31, 22, -41, 85, 88, -47, 48, 32, -5, -48, -50, 72, 10, 27, 90, -45, 31, -5, -63, -97, 49, 74, -70, -41, 99, -16, 49, -23, 63, -89, -77, -18, -99, -18, -75, -34, -28, 66, -88, 75, -17, -9, 38, -91, 80, -41, -49, 82, 79, 90, 65, -71, -31, -4, 49, 0, -19]
- [6, 77, 66, 46, 12, 5, -38, -57, 20, -86, 29, 9, -60, 56, -35, 29, -80, -79, -49, 18, 71, 64, -16, -93, 8, 71, 0, -15, -26, 43, -62, -65, -82, 24, 16, -42, -83, -8, 79, -34, 43, -50, 41, -58, 47, -74, 35, 56, -38, -50, -25, -35, -5, -80, 15, -79, -55, 59, 40, -39, 30, -2, -50, 53, 33, 24, -87, 67, -32, -32, -24, 22, 49, 26, -95, -91, 2, -95, -92, 42, 67, -70, -93, -92, -59, -98, 49, -58, 26, -46, 71, 84, 93, -5, 73, 73, -97, -6, 29, -13]
- [19, 47, -75, 14, 89, -12, 9, 18, -39, 84, -77, -42, 23, -10, -51, -79, 98, 29, 75, -47, 41, 41, -59, 81, -99, 47, 77, 55, 60, 30, 15, -20, 22, 1, -18, 62, 67, 1, -13, 45, 36, 92, 73, -74, -62, 14, 94, -17, 7, -92, -67, -53, -94, 66, -53, 62, 49, -85, -2, -92, 45, -32, -93, -14, 34, -26, -85, -17, 80, 44, 53, -71, 99, 89, 12, 57, 46, 81, 70, -94, 58, -97, 20, 75, 11, -1, -4, 14, -63, 78, -94, -3, 81, 96, -86, -65, -66, 68, -19, 43]
- [89, -99, -2, 45, 45, 64, -22, -7, 24, 2, -14, 14, 1, 74, 86, -67, 98, -19, -10, -92, -39, 7, 89, 62, -43, 41, 23, 40, -52, 86, 55, 46, 29, 100, 86, 84, -72, -100, 46, 89, -31, 72, 61, -95, -42, -71, -39, 43, 94, 58, 4, 0, 65, 98, -26, -54, -15, -68, 8, 20, 16, -15, -50, -9, 58, -35, -80, -97, 51, 7, -69, 76, 9, -59, -64, 36, -80, -36, 39, 99, -98, 47, -72, -68, -28, -33, -42, 33, 46, 70, -100, 94, 24, -3, 2, -10, 34, -67, 79, -41]
- [53, 17, 97, 66, 51, 15, -59, -31, 0, 27, 92, -6, -99, 15, 16, 52, 27, 54, 78, 51, -11, 41, -59, -57, -7, 3, -81, -79, 70, 37, 79, -95, 12, -22, -39, 92, -74, -38, 52, -3, 45, 14, -61, 68, -98, -5, 62, 77, -23, -93, 60, -30, -13, -54, -100, -34, 24, -18, -53, 67, 20, -48, -96, -64, -100, 71, -96, -41, -70, 24, 0, 94, -65, 89, 87, 13, -43, -19, 83, 45, -20, -67, -3, -44, -88, 95, 83, 98, -5, 34, 30, -62, 6, 0, 66, -70, 37, -28, 82, 93]
- [-50, 0, 1, 79, -78, 34, 16, 87, -72, -57, -32, -72, -12, -29, 54, 8, -53, 51, -3, -31, 93, 15, 13, 1, 42, 1, 31, 90, 80, 63, -36, -95, -8, -10, -37, -39, 64, -99, -93, 35, 61, -55, 29, 48, -92, -86, -70, 79, -13, -83, -46, -31, 21, 0, -7, -58, 63, 76, -99, -47, -27, -99, -30, 17, -29, -36, 79, 34, 37, 72, -80, 100, 97, 20, -24, 84, -69, 13, -65, -52, 0, 69, 51, 44, -20, -49, -44, -32, 61, -42, -79, 13, -53, 92, 24, 86, -75, 42, -90, -15]
- [0, 89, -92, -73, -86, 40, 10, 69, 83, -1, -26, 6, -39, 16, -25, 77, 94, 75, 0, -5, -16, -52, -99, -78, 53, -7, 38, 74, -39, -37, -61, 25, 87, 96, 47, 66, 61, -14, -99, -27, -60, 85, -90, 11, -68, 92, -75, -18, -44, 88, -82, -87, -90, -43, -59, 91, -46, 46, 77, -74, 22, -13, 38, -16, -65, 78, -7, -32, 79, -88, -20, 60, -100, 30, 92, -27, -56, 2, -39, 40, 25, -18, -24, -33, 56, 8, -80, -80, -24, -69, 97, 94, 53, 69, 26, -79, 45, 45, -36, 43]
- [-83, 5, 20, -64, -47, -14, 54, 15, -59, 5, 32, -64, -98, -76, 24, 57, 79, -22, -79, 12, -81, 75, -2, -38, -1, -83, -26, -81, 77, 87, 65, -25, 49, -4, 86, 27, -66, -42, -46, 5, -18, 4, 56, 54, -24, 78, -18, -2, -31, 97, 57, 74, -34, 60, -38, 50, 62, 37, -62, 36, -46, -49, -32, 77, -78, 57, 69, -83, 44, 21, 9, 56, -64, 75, -100, 4, -44, -31, -51, 77, 97, 99, 57, 48, 3, -26, -69, 62, 36, 45, -18, 53, -72, 37, 9, -40, 76, -97, 60, -1]
- [-76, 98, -75, -54, -81, 96, 44, 97, -47, -83, -53, -92, 56, -14, 35, -88, -50, 20, 34, -90, -97, -50, 63, -12, 9, 61, -44, 71, 54, -58, -14, -76, -87, 99, 25, 92, 69, 81, -35, 66, -97, -35, -95, 18, 98, 85, 79, 99, -82, -73, -41, 81, 96, -71, 71, 35, 80, 89, 52, 31, 88, 2, -11, 78, 19, 82, -74, 17, 96, 90, 74, -77, -8, 67, -41, 34, -88, 40, 44, 25, -62, 91, 15, 58, -42, 67, 5, -22, 83, -56, -69, -49, -70, -32, 24, -62, 26, -99, -10, -79]
- [-4, -4, 41, 44, -76, 90, -96, 80, -65, -21, 18, 30, 73, 25, 57, -35, 54, -32, 27, 35, -55, 62, -62, -69, 0, 13, -22, -39, 49, 26, -25, -70, -42, 80, -25, -43, 100, 71, 75, 60, 1, 72, 51, 40, 16, -11, 36, 0, -95, 23, -48, -16, -54, 28, -11, -96, 23, -88, -28, 4, 33, 62, -39, -30, 20, -41, -10, 3, 90, -16, 0, 16, 80, -71, 80, -37, -62, 100, -39, -92, 65, 15, -1, -35, 21, 2, -11, -79, 12, 76, -59, 8, 29, -46, 75, 57, 100, -1, -51, 41]
- [66, -38, 1, -36, -54, 79, -100, -57, -17, -18, 41, 65, -3, -10, 51, 62, -29, -67, 18, -27, -8, -54, 77, 36, -100, -26, 67, -38, -53, -49, -11, -89, 96, -41, 58, 95, -6, 36, 98, -56, 36, 21, -4, -91, -85, 24, -71, -24, 27, 38, 84, 53, 10, -42, 38, 54, 31, -81, 69, -96, -97, -73, -17, 56, -28, -58, -94, 21, 32, 43, 39, 44, -48, -82, 4, -49, 93, 47, 17, -85, -68, -90, 18, -44, 100, 34, 99, 41, 85, -12, -2, 11, 94, 63, -83, 77, 3, -80, 30, -6]
- [-100, -92, -52, -8, -65, -40, 37, -32, 67, -12, -32, -21, -47, -88, -94, -37, 64, -83, -74, 3, 17, -67, -32, -47, 43, 84, 6, -16, 78, -95, 82, -71, -40, 22, 38, -92, 52, 65, 60, -94, -75, 22, -77, 65, 16, -54, 68, -24, 85, -54, 66, 96, 74, 54, 59, 25, 76, -22, 49, 58, -95, 1, -38, -1, 67, 61, -25, 9, 70, -16, -33, 48, -4, -94, 74, -61, 86, -61, 82, -24, 3, 37, -23, -73, 53, -12, -20, 33, -32, -44, -32, -75, -56, -5, -70, -100, -8, -13, 22, 36]
- [-53, -50, -23, -9, -50, -91, 84, 43, 96, -80, 47, -51, -62, 74, 98, 0, 5, 35, -88, -68, 15, 78, -80, -45, -2, -75, 69, -34, -13, 60, 100, -40, -29, 54, -81, 28, 15, 91, -13, 38, -63, -65, 34, 85, 45, -8, 16, -90, 100, 55, 24, 53, 66, -85, 10, -43, 71, -37, 10, 45, 70, -56, -72, 52, -3, 1, 27, -18, 69, 57, 92, 67, 35, -75, 35, 45, -44, -4, -11, -78, 46, -30, -68, 20, 41, -89, 23, -80, 11, -21, 61, -87, 86, 53, 39, 82, 21, 16, 22, 44]
- [-93, -3, -88, 94, 48, -59, 32, 76, -3, 61, -65, -85, 30, -36, 28, 90, -91, -66, -40, 13, 14, 92, -10, 86, -56, -24, 65, -13, -7, -56, 57, -27, -31, -50, -86, 7, -37, 87, -7, -77, -37, 0, -94, -14, -2, -20, -81, -47, -87, 44, 95, -37, 80, -30, 30, 91, -46, -13, 26, 30, -85, -95, 5, -1, -54, 2, 54, 94, -85, -41, -15, 28, 62, 9, 19, 3, -77, 82, 19, 41, 32, -43, 10, 85, 87, 50, -18, -75, -46, -39, 34, 48, 19, -53, 89, -52, -33, -73, 67, 17]
- [51, -91, 76, 5, -26, -18, 31, 77, 57, 60, 49, -13, 34, 92, 83, -59, -19, 95, 21, 29, 26, -1, -71, -46, -50, -93, -9, -94, 72, -97, -57, -52, 61, 71, -85, -37, -68, -23, 5, 57, -86, -52, 85, -77, -68, 2, 44, -4, 52, -53, -89, 60, 37, -86, 29, 4, 97, -43, -7, -22, -27, -6, 97, -30, 40, -25, -99, -69, 58, -4, 57, 33, 76, 16, 24, 86, -5, 31, 6, 66, 2, 69, -40, -13, -53, -94, 63, -51, -44, -52, 100, -63, 97, 59, 41, -78, 92, -66, -42, -54]
